,Descripción,Unidad,Precio,$,Tipo
3259,"PZA
143.98
LAVATORIO OVALIN SONNET BLANCO",,,,"PZA
143.98
LAVATORIO OVALIN SONNET BLANCO"
3260,"PZA
129.49
LAVATORIO OVALIN SONNET COLOR ESPECIAL (BONE)",,,,"PZA
129.49
LAVATORIO OVALIN SONNET COLOR ESPECIAL (BONE)"
3261,ACCESORIOS,,,,ACCESORIOS
3262,"TEE PVC AGUA S.P. 1 1/4""",PZA,16.95,,ACCESORIOS
3263,"TEE PVC AGUA S.P. 1""",PZA,6.95,,ACCESORIOS
3264,"TEE PVC AGUA S.P. 1/2""",PZA,2.46,,ACCESORIOS
3265,"TEE PVC AGUA S.P. 3/4""",PZA,3.9,,ACCESORIOS
3266,"TUBO PVC DESAGUE SAL 2"" X 3 M",PZA,11.78,,ACCESORIOS
3267,"TUBO PVC DESAGUE SAL 3"" X 3 M",PZA,29.63,,ACCESORIOS
3268,"TUBO PVC DESAGUE SAL 4"" X 3 M",PZA,30.42,,ACCESORIOS
3269,"UNION CPVC AGUA CALIENTE 1/2""",PZA,1.19,,ACCESORIOS
3270,"UNION UNIVERSAL PVC AGUA ROSCADO 1 1/2""",PZA,13.98,,ACCESORIOS
3271,"UNION UNIVERSAL PVC AGUA S.P. 1""",PZA,6.69,,ACCESORIOS
3272,"UNION UNIVERSAL PVC AGUA S.P. 1/2""",PZA,4.83,,ACCESORIOS
3273,"VALVULA CHECK HORIZONTAL BRONCE 1 1/2""",PZA,129.58,,ACCESORIOS
3274,"VALVULA CHECK HORIZONTAL BRONCE 1 1/4""",PZA,127.88,,ACCESORIOS
3275,"VALVULA CHECK HORIZONTAL BRONCE 2""",PZA,303.31,,ACCESORIOS
3276,"YEE PVC DESAGUE SAL  2""",PZA,4.49,,ACCESORIOS
3277,"YEE PVC DESAGUE SAL  3""",PZA,8.81,,ACCESORIOS
3278,"YEE PVC DESAGUE SAL  4""",PZA,15.85,,ACCESORIOS
3279,No incluye IGV,,,,No incluye IGV
3280,PANEL TECNOBLOCK,,,,No incluye IGV
3281,"PZA
50,42
PANEL TECNOBLOCK 2"" X 2.40M X 1.20M",,,,No incluye IGV
3282,"PZA
62,29
PANEL TECNOBLOCK 3"" X 2.40M X 1.20M",,,,No incluye IGV
3283,PANEL TECNOMIX,,,,No incluye IGV
3284,"PZA
71,61
PANEL TECNOMIX 2"" 2.40 X 1.20M",,,,No incluye IGV
3285,"PZA
81,36
PANEL TECNOMIX 3"" 2.40 X 1.20M",,,,No incluye IGV
3286,PANEL TECNOPLACA,,,,No incluye IGV
3287,"PZA
79,66
PANEL TECNOPLACA 2"" X 2.40M X 1.20M",,,,No incluye IGV
3288,"PZA
88,98
PANEL TECNOPLACA 3"" X 2.40M X 1.20M",,,,No incluye IGV
3289,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 245 KG/CM2 H57 
SLUMP 4""",M3,"245,00",,No incluye IGV
3290,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 280 KG/CM2 H57 
SLUMP 4""",M3,"256,00",,No incluye IGV
3291,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 315 KG/CM2 H57 
SLUMP 4""",M3,"272,00",,No incluye IGV
3292,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 350 KG/CM2 H57 
SLUMP 4""",M3,"288,00",,No incluye IGV
3293,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 420 KG/CM2 H57 
SLUMP 8""",M3,"314,00",,No incluye IGV
3294,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V,,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3295,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 50 KG/CM2 H57 
SLUMP 4""",M3,"211,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3296,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 80 KG/CM2 H57 
SLUMP 4""",M3,"215,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3297,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 100 KG/CM2 H57 
SLUMP 4""",M3,"224,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3298,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 140 KG/CM2 H57 
SLUMP 4""",M3,"230,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3299,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 175 KG/CM2 H57 
SLUMP 4""",M3,"246,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3300,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 210 KG/CM2 H57 
SLUMP 4""",M3,"252,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3301,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 245 KG/CM2 H57 
SLUMP 4""",M3,"265,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3302,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 280 KG/CM2 H57 
SLUMP 4""",M3,"278,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3303,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 315 KG/CM2 H57 
SLUMP 4""",M3,"297,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3304,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 420 KG/CM2 H57 
SLUMP  8""",M3,"343,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3305,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 350 KG/CM2 H57 
SLUMP 4""",M3,"315,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO V
3306,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I,,,,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3307,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 80 KG/CM2 H67 
SLUMP 4""",M3,"207,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3308,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 100 KG/CM2 H67 
SLUMP 4""",M3,"214,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3309,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 140 KG/CM2 H67 
SLUMP 4""",M3,"219,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3310,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 175 KG/CM2 H67 
SLUMP 4""",M3,"232,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3311,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 210 KG/CM2 H67 
SLUMP 4""",M3,"237,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3312,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 245 KG/CM2 H67 
SLUMP 4""",M3,"248,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3313,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 280 KG/CM2 H67 
SLUMP 4""",M3,"259,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3314,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 315 KG/CM2 H67 
SLUMP 4""",M3,"275,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3315,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 420 KG/CM2 H67 
SLUMP 8""",M3,"315,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3316,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 420 KG/CM2 H67 
SLUMP >8""",M3,"321,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3317,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 350 KG/CM2 H67 
SLUMP 4""",M3,"291,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO I
3318,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V,,,,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3319,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 80 KG/CM2 H67 
SLUMP 4""",M3,"218,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3320,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 100 KG/CM2 H67 
SLUMP 4""",M3,"227,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3321,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 140 KG/CM2 H67 
SLUMP 4""",M3,"233,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3322,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 175 KG/CM2 H67 
SLUMP 4""",M3,"249,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3323,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 210 KG/CM2 H67 
SLUMP 4""",M3,"255,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3324,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 245 KG/CM2 H67 
SLUMP 4""",M3,"268,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3325,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 280 KG/CM2 H67 
SLUMP 4""",M3,"281,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3326,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 315 KG/CM2 H67 
SLUMP 4""",M3,"300,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3327,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 420 KG/CM2 H57 
SLUMP  8""",M3,"346,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3328,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 420 KG/CM2 H67 
SLUMP > 8""",M3,"352,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3329,"CONCRETO PRE-MEZCLADO C/CEMENTO TIPO V F'C= 350 KG/CM2 H67 
SLUMP 4""",M3,"318,00",,CONCRETO PREMEZCLADO  PIEDRA 67 - CEMENTO TIPO V
3330,SERVICIO DE BOMBA DE CONCRETO,,,,SERVICIO DE BOMBA DE CONCRETO
3331,"SERV. BOMBA PLUMA ALCANCE VERTICAL: 60 A 250 / 80 A 129 M 
M3
33,76
ALCANCE HORIZONTAL:130 A 600 / 400 A 600 M",,,,"SERV. BOMBA PLUMA ALCANCE VERTICAL: 60 A 250 / 80 A 129 M 
M3
33,76
ALCANCE HORIZONTAL:130 A 600 / 400 A 600 M"
3332,"SERV. BOMBA ESTACIONARIA ALC. VERT.: 80 A 160 / 100 A 550 M   
M3
36,12
ALCANCE HORIZ.: 450 A 650/300 A 1500 M",,,,"SERV. BOMBA ESTACIONARIA ALC. VERT.: 80 A 160 / 100 A 550 M   
M3
36,12
ALCANCE HORIZ.: 450 A 650/300 A 1500 M"
3333,"SERV. BOMBA TK ALCANCE VERTICAL: 90 A 122 M / ALCANCE 
M3
34,83
HORIZONTAL HASTA 300 - 350 M",,,,"SERV. BOMBA TK ALCANCE VERTICAL: 90 A 122 M / ALCANCE 
M3
34,83
HORIZONTAL HASTA 300 - 350 M"
3334,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I,,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3335,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 50 KG/CM2 H57 
SLUMP 4""",M3,"200,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3336,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 80 KG/CM2 H57 
SLUMP 4""",M3,"204,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3337,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 100 KG/CM2 H57 
SLUMP 4""",M3,"211,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3338,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 140 KG/CM2 H57 
SLUMP 4""",M3,"216,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3339,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 175 KG/CM2 H57 
SLUMP 4""",M3,"229,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3340,"CONCRETO PRE-MEZCLADO  C/CEMENTO TIPO I F’C= 210 KG/CM2 H57 
SLUMP 4""",M3,"234,00",,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3341,"MLL
750
KING KONCRETO25% 13X9X22 NATURAL TIPO V",,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3342,ENCHAPES DE CONCRETO,,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3343,"M2
29,2
ENCHAPE TEXT 3X10X20 AMARILLO",,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3344,"M2
30,2
ENCHAPE TEXT 3X10X20 NARANJA",,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3345,"M2
25,7
ENCHAPE TEXT 3X10X20 NATURAL",,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3346,"M2
32
ENCHAPE TEXT 3X10X20 NEGRO",,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3347,"M2
30,2
ENCHAPE TEXT 3X10X20 ROJO",,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3348,Precios unitarios no incluyen IGV. Material entregado en planta Unicon. No incluyen embalajes ni parihuelas.,,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3349,,,,,CONCRETO PREMEZCLADO  PIEDRA 57 - CEMENTO TIPO I
3350,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP,,,,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3351,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP 4""- 6"" 
DE 140 HASTA 210 KG/CM2",M3,"4,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3352,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP 4""- 6"" 
DE 245 A 280 KG/CM2",M3,"5,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3353,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP 4""- 6""  
HASTA 350 KG/CM2",M3,"6,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3354,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP 6""- 8"" 
140 HASTA 210 KG/CM2",M3,"10,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3355,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP 6""- 8"" 
DE 245 HASTA 280KG/CM2",M3,"12,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3356,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP 6""- 8"" 
HASTA 350 KG/CM2",M3,"14,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3357,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP > 8"" 
140 HASTA 210 KG/CM2",M3,"12,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3358,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP > 8"" DE 
245 A 280 KG/CM2",M3,"13,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3359,"CONCRETO PRE-MEZCLADO INCREMENTO DE PRECIO - SLUMP > 8"" 
HASTA 350 KG/CM2",M3,"16,00",,CONCRETO PREMEZCLADO - INCREMENTO DE PRECIO POR MAYOR SLUMP
3360,Precios incluyen transporte hasta 12km de la planta de atención,,,,Precios incluyen transporte hasta 12km de la planta de atención
3361,ADOQUINES DE CONCRETO / BLOCK GRASS,,,,ADOQUINES DE CONCRETO / BLOCK GRASS
3362,ADOKING RECTANGULAR 4X10X20 AMARILLO,M2,"24,5",,ADOQUINES DE CONCRETO / BLOCK GRASS
3363,ADOKING RECTANGULAR 4X10X20 AMARILLO TIPO HS,M2,"25,5",,ADOQUINES DE CONCRETO / BLOCK GRASS
3364,ADOKING RECTANGULAR 4X10X20 NATURAL,M2,"22,1",,ADOQUINES DE CONCRETO / BLOCK GRASS
3365,ADOKING RECTANGULAR 4X10X20 NATURAL TIPO HS,M2,"23,1",,ADOQUINES DE CONCRETO / BLOCK GRASS
3366,ADOKING RECTANGULAR 4X10X20 NEGRO,M2,"25,8",,ADOQUINES DE CONCRETO / BLOCK GRASS
3367,ADOKING RECTANGULAR 4X10X20 NEGRO TIPO HS,M2,"26,8",,ADOQUINES DE CONCRETO / BLOCK GRASS
3368,ADOKING RECTANGULAR 4X10X20 ROJO,M2,"24,2",,ADOQUINES DE CONCRETO / BLOCK GRASS
3369,ADOKING RECTANGULAR 4X10X20 ROJO TIPO HS,M2,"25,2",,ADOQUINES DE CONCRETO / BLOCK GRASS
3370,ADOKING RECTANGULAR 6X10X20 AMARILLO,M2,"29,2",,ADOQUINES DE CONCRETO / BLOCK GRASS
3371,ADOKING RECTANGULAR 6X10X20 AMARILLO TIPO HS,M2,"31,2",,ADOQUINES DE CONCRETO / BLOCK GRASS
3372,ADOKING RECTANGULAR 6X10X20 NATURAL,M2,"25,7",,ADOQUINES DE CONCRETO / BLOCK GRASS
3373,ADOKING RECTANGULAR 6X10X20 NATURAL HS,M2,"27,7",,ADOQUINES DE CONCRETO / BLOCK GRASS
3374,ADOKING RECTANGULAR 6X10X20 NEGRO,M2,32,,ADOQUINES DE CONCRETO / BLOCK GRASS
3375,ADOKING RECTANGULAR 6X10X20 NEGRO HS,M2,34,,ADOQUINES DE CONCRETO / BLOCK GRASS
3376,ADOKING RECTANGULAR 6X10X20 ROJO,M2,"30,2",,ADOQUINES DE CONCRETO / BLOCK GRASS
3377,ADOKING RECTANGULAR 6X10X20 ROJO HS,M2,"32,3",,ADOQUINES DE CONCRETO / BLOCK GRASS
3378,ADOKING RECTANGULAR 8X10X20 AMARILLO,M2,"34,4",,ADOQUINES DE CONCRETO / BLOCK GRASS
3379,ADOKING RECTANGULAR 8X10X20 AMARILLO TIPO HS,M2,"37,4",,ADOQUINES DE CONCRETO / BLOCK GRASS
3380,ADOKING RECTANGULAR 8X10X20 NATURAL,M2,"29,7",,ADOQUINES DE CONCRETO / BLOCK GRASS
3381,ADOKING RECTANGULAR 8X10X20 NATURAL 50 MPA,M2,50,,ADOQUINES DE CONCRETO / BLOCK GRASS
3382,ADOKING RECTANGULAR 8X10X20 NATURAL TIPO HS,M2,"32,7",,ADOQUINES DE CONCRETO / BLOCK GRASS
3383,ADOKING RECTANGULAR 8X10X20 NEGRO,M2,"36,3",,ADOQUINES DE CONCRETO / BLOCK GRASS
3384,ADOKING RECTANGULAR 8X10X20 NEGRO TIPO HS,M2,"39,3",,ADOQUINES DE CONCRETO / BLOCK GRASS
3385,ADOKING RECTANGULAR 8X10X20 ROJO,M2,"35,7",,ADOQUINES DE CONCRETO / BLOCK GRASS
3386,ADOKING RECTANGULAR 8X10X20 ROJO TIPO HS,M2,"38,7",,ADOQUINES DE CONCRETO / BLOCK GRASS
3387,KING BLOCK GRASS TIPO 8,M2,"23,3",,ADOQUINES DE CONCRETO / BLOCK GRASS
3388,KING BLOCK GRASS TIPO MICHI,M2,"23,3",,ADOQUINES DE CONCRETO / BLOCK GRASS
3389,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS",,,,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3390,BLOCK ENTERO LISO 12X19X39 NATURAL,PZA,"1,47",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3391,BLOCK ENTERO LISO 15X19X39 NATURAL,PZA,"1,68",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3392,BLOCK ENTERO LISO 15X19X39 NATURAL TIPO HS,PZA,"2,28",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3393,BLOCK ENTERO LISO 20X19X39 NATURAL,PZA,2,,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3394,BLOCK ENTERO LISO 20X19X39 NATURAL TIPO HS,PZA,"2,6",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3395,BLOCK ENTERO LISO 9X19X39 NATURAL,PZA,"1,37",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3396,BLOCK ENTERO TEXT 15X19X39 NATURAL,PZA,"2,58",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3397,BLOCK ENTERO TEXT 20X19X39 NATURAL,PZA,"2,75",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3398,BLOCK ESQUINERO LISO 15X19X39 NATURAL,PZA,2,,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3399,BLOCK ESQUINERO LISO 15X19X39 NATURAL TIPO HS,PZA,"2,6",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3400,BLOCK MEDIO LISO 12X19X19 NATURAL,PZA,"0,95",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3401,BLOCK MEDIO LISO 15X19X19 NATURAL,PZA,"1,1",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3402,BLOCK MEDIO LISO 15X19X19 NATURAL TIPO HS,PZA,"1,7",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3403,BLOCK MEDIO LISO 20X19X19 NATURAL,PZA,"1,21",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3404,BLOCK MEDIO LISO 20X19X19 NATURAL TIPO HS,PZA,"1,81",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3405,BLOCK MEDIO LISO 9X19X19 NATURAL,PZA,"0,94",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3406,BLOCK MEDIO TEXT 15X19X19 NATURAL,PZA,"1,96",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3407,BLOCK MEDIO TEXT 20X19X19 NATURAL,PZA,"2,04",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3408,BLOCK VIGA LISO 12X19X39 NATURAL,PZA,"1,47",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3409,BLOCK VIGA LISO 15X19X39 NATURAL,PZA,"1,68",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3410,BLOCK VIGA LISO 15X19X39 NATURAL TIPO HS,PZA,"2,28",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3411,BLOCK VIGA LISO 20X19X39 NATURAL,PZA,2,,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3412,BLOCK VIGA LISO 20X19X39 NATURAL TIPO HS,PZA,"2,6",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3413,BLOCK VIGA LISO 9X19X39 NATURAL,PZA,"1,37",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3414,"AISLADOR DE VARILLA  1/2"" (13MM)",PZA,"0,95",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3415,"AISLADOR DE VARILLA  5/8"" (16MM)",PZA,"1,1",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3416,"AISLADOR DE VARILLA 3/8"" (10MM)",PZA,"0,95",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3417,AISLADOR DE VARILLA 8 MM,PZA,"0,95",,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3418,KING KONCRETO25% 13X9X22 NATURAL,MLL,650,,"BLOQUES DE CONCRETO, LADRILLOS Y ACCESORIOS"
3419,SANITARIOS,,,,SANITARIOS
3420,ONE PIECE BALI BLANCO C/. ACC Y ASIENTO,PZA,495.68,,SANITARIOS
3421,ONE PIECE BALI BONE C/. ACC Y ASIENTO,PZA,529.58,,SANITARIOS
3422,ONE PIECE BALI BLANCO C/. ACC C/AS C COM,PZA,495.68,,SANITARIOS
3423,ONE PIECE BALI BONE C/. ACC C/ASI C. COM,PZA,529.58,,SANITARIOS
3424,ONE PIECE GLAMOUR C/A SD BL,PZA,1101.61,,SANITARIOS
3425,ONE PIECE GLAMOUR C/A SD BL COM,PZA,1101.61,,SANITARIOS
3426,ONE PIECE MANHATTAN C/AS SD BL,PZA,1228.73,,SANITARIOS
3427,ONE PIECE MANHATTAN C/AS COM BL,PZA,1228.73,,SANITARIOS
3428,ONE PIECE V MEDITERRANEO C/A BL,PZA,665.17,,SANITARIOS
3429,ONE PIECE V MEDITERRANEO C/A BO,PZA,699.07,,SANITARIOS
3430,ONE PIECE V MEDITERRANEO C/A BLANCO CC,PZA,665.17,,SANITARIOS
3431,ONE PIECE V MEDITERRANEO C/A BONE CC,PZA,699.07,,SANITARIOS
3432,"ONE PIECE MODERN C/ASI MELAMI, S.DUAL BL",PZA,1143.98,,SANITARIOS
3433,ONE PIECE MODERN C/AS MELAMI S. DUAL COM,PZA,1143.98,,SANITARIOS
3434,ONE PIECE MONTPELLIER C/AS SD BL,PZA,1355.85,,SANITARIOS
3435,ONE PIECE MONTPELLIER C/AS CM BL,PZA,1355.85,,SANITARIOS
3436,ONE PIECE VAINSA STELLA C/ASI S/DUAL BLA,PZA,783.81,,SANITARIOS
3437,ONE PIECE VA STELLA C/ASI S/DUAL BLA COM,PZA,783.81,,SANITARIOS
3438,LAVATORIOS,,,,LAVATORIOS
3439,"LAVATORIO AVANTO C/ REBOSE CROMA. Y UÑAS GALVANIZ. BLANCO  
PZA
91.44
(AGUJEROS PARA 4"" Y 8"" INSINUADOS)",,,,"LAVATORIO AVANTO C/ REBOSE CROMA. Y UÑAS GALVANIZ. BLANCO  
PZA
91.44
(AGUJEROS PARA 4"" Y 8"" INSINUADOS)"
